PointID,Lat,Long,Site,Turbine,Distance
105,2302499.167,755504.9456,1,19,17.14315877
106,2303607.891,754852.1352,1,10,25.08973815
107,2303350.397,755111.2748,1,12,56.45442256
108,2304409.193,754470.404,1,3,37.58940097
109,2302565.359,755431.8613,1,18,19.41124107
110,2303659.205,754857.1238,1,10,56.68121461
111,2303817.891,754711.7389,1,8,4.838005584
112,2303820.733,754701.7614,1,8,15.00491282
113,2303084.653,755195.3218,1,14,31.01912844
114,2304004.286,754709.0222,1,7,17.18871467
115,2304445.092,754448.451,1,3,14.22121395
116,2302725.821,755303.2157,1,17,68.78909606
117,2302606.776,755462.8964,1,18,34.07083289
118,2303866.563,754712.7809,1,8,51.61294627
119,2304377.639,754497.5888,1,4,55.05530869
120,2302526.795,755438.711,1,18,57.09668905
121,2303989.859,754772.5758,1,7,54.08581379
122,2304116.559,754661.0488,1,6,12.99137738
123,2304549.272,754401.0566,1,2,10.58841518
124,2303711.142,754774.3299,1,9,18.95265996
125,2304325.509,754530.4864,1,4,12.16961536
126,2304347.341,754530.7224,1,4,24.09109877
127,2303079.859,755221.7061,1,14,37.94372712
128,2304562.634,754405.3253,1,2,11.59149319
129,2304105.047,754660.0266,1,6,9.217459065
130,2303998.358,754787.6318,1,7,69.65220433
131,2304201.79,754589.058,1,5,16.65256361
132,2303569.176,755000.8928,1,11,70.26490559
133,2302520.012,755518.9011,1,19,36.88535416
134,2303690.93,754780.3502,1,9,24.88422824
135,2302554.943,755427.8413,1,18,30.56029729
136,2303600.987,754878.7839,1,10,5.444462972
137,2304578.137,754424.8057,1,2,36.25579929
138,2302470.996,755488.7826,1,19,26.78966334
139,2303199.942,755154.7126,1,13,32.01458063
140,2303631.29,754879.8382,1,10,25.24591075
141,2303802.955,754699.4555,1,8,20.19167287
142,2302855.245,755352.5372,1,16,66.49530983
143,2303610.744,754855.1382,1,10,22.49522625
144,2303752.383,754808.658,1,9,43.02756668
145,2304667.153,754360.4016,1,1,31.36765445
146,2302392.769,755583.3244,1,20,14.09042809
147,2303171.057,755151.6432,1,13,20.2227801
148,2302526.899,755404.3465,1,18,66.00826706
149,2303185.061,755152.1644,1,13,21.3909006
150,2304552.512,754442.0139,1,2,47.52232437
151,2304432.675,754432.8706,1,3,8.330843138
152,2303533.016,754926.288,1,11,21.57606381
153,2303979.1,754707.9634,1,7,15.11040662
154,2302677.499,755352.9746,1,17,9.613253143
155,2302843.808,755353.5567,1,16,59.29780715
156,2303341.212,755107.3998,1,12,47.25111655
157,2304087.167,754658.7306,1,6,22.10641578
158,2303809.103,754732.7566,1,8,18.11373748
159,2303328.705,755088.5221,1,12,25.11030202
160,2303566.812,754928.6689,1,11,45.42848144
161,2303587.571,754914.9447,1,10,42.11530066
162,2303526.7,754980.1094,1,11,33.85783895
163,2304016.618,754737.7469,1,7,32.90195321
164,2303360.08,755116.5285,1,12,67.157094
165,2302532.151,755418.0275,1,18,55.33263544
166,2302973.724,755273.7424,1,15,56.41554514
167,2302380.879,755575.7952,1,20,14.64909089
168,2304566.223,754431.8221,1,2,37.97943913
169,2303521.424,754954.3326,1,11,8.772442685
170,2303171.661,755159.176,1,13,27.38248463
171,2304563.231,754385.4823,1,2,10.77171605
172,2303471.934,754902.9819,1,11,68.45595873
173,2303991.705,754743.3536,1,7,24.92609155
174,2304018.22,754750.1307,1,7,42.43665775
175,2302824.052,755350.6943,1,16,46.44025273
176,2302503.341,755495.0821,1,19,26.15228083
177,2302928.886,755294.2077,1,15,41.39842283
178,2304278.911,754620.2838,1,5,70.92210218
179,2303309.979,755075.0265,1,12,2.635606996
180,2302540.337,755436.8614,1,18,43.55313669
181,2303636.207,754875.7878,1,10,30.0525707
182,2302823.132,755357.3416,1,16,52.31466198
183,2302919.3,755230.0442,1,15,23.57937216
184,2303857.77,754732.4764,1,8,45.93779447
185,2303956.336,754767.7977,1,7,59.66980467
186,2304438.674,754476.6041,1,3,35.8790535
187,2304714.294,754362.3304,1,1,36.61149087
188,2304331.148,754580.4298,1,4,62.22108262
189,2302550.088,755415.5801,1,18,40.36947444
190,2304348.895,754557.2611,1,4,44.79925818
191,2304114.14,754653.7749,1,6,6.638819931
192,2303984.75,754763.1419,1,7,44.9523789
193,2303555.006,754999.5281,1,11,61.13316256
194,2303981.662,754700.0986,1,7,20.1687297
195,2303791.541,754701.088,1,8,27.6304678
196,2303192.217,755128.9333,1,13,15.54040666
197,2303801.175,754787.0688,1,8,72.76014325
198,2302780.892,755351.9211,1,16,50.60685507
199,2303479.913,754934.9784,1,11,46.43146731
200,2304330.92,754515.4522,1,4,5.166454708
201,2302575.939,755459.5779,1,18,23.30998103
202,2303301.994,755057.2447,1,12,16.92024947
203,2304693.745,754331.5191,1,1,7.921632377
204,2304312.346,754557.3044,1,4,41.48018459
205,2304565.006,754410.9454,1,2,17.68997049
206,2303581.163,754872.151,1,10,25.5213724
207,2304320.274,754506.1666,1,4,13.77272773
208,2302668.597,755367.1012,1,17,18.59312507
209,2303214.042,755168.7305,1,13,51.8965859
210,2304565.791,754374.7187,1,2,21.59914731
211,2302428.951,755609.883,1,20,52.10517176
212,2302571.075,755465.1369,1,18,30.31245508
213,2302719.25,755384.6006,1,17,42.76349765
214,2302920.156,755241.6849,1,15,11.90729812
215,2304082.893,754649.0221,1,6,25.19302173
216,2303466.552,754936.6317,1,11,59.18652899
217,2304271.721,754607.994,1,5,58.90932763
218,2302696.051,755340.3376,1,17,21.35511914
219,2303978.996,754730.9052,1,7,16.55004151
220,2302939.651,755275.4679,1,15,28.74522208
221,2302717.84,755368.7801,1,17,34.15252132
222,2303988.75,754766.2612,1,7,47.78595007
223,2303044.788,755206.2743,1,14,14.92480567
224,2302929.46,755251.0399,1,15,8.787146444
225,2304090.488,754646.7791,1,6,18.06826444
226,2303609.218,754876.1041,1,10,3.212923403
227,2304638.289,754389.693,1,1,72.46551603
228,2302483.587,755517.6761,1,19,5.314886138
229,2302948.143,755290.6387,1,15,45.927831
230,2303972.52,754731.9385,1,7,22.00707975
231,2303027.691,755246.6802,1,14,58.49029804
232,2303191.303,755166.7729,1,13,37.27525893
233,2302491.872,755519.5308,1,19,10.86240587
234,2304117.461,754682.4894,1,6,32.60748398
235,2303351.597,755112.0006,1,12,57.82527509
236,2303623.838,754889.3521,1,10,21.44928726
237,2304218.37,754614.096,1,5,29.74926381
238,2303020.593,755196.8304,1,14,33.15778651
239,2302417.393,755613.3774,1,20,43.34897059
240,2304542.777,754401.9315,1,2,16.64002477
241,2303656.126,754861.8205,1,10,52.24455864
242,2302734.205,755366.0692,1,17,49.55241902
243,2303668.752,754858.5891,1,10,65.26540041
244,2304124.039,754653.6406,1,6,16.22602587
245,2302574.689,755441.4488,1,18,9.942788423
246,2303219.477,755166.3395,1,13,54.37437543
247,2304322.629,754550.1942,1,4,32.07712108
248,2302484.662,755488.4023,1,19,23.97919816
249,2303793.852,754712.9125,1,8,21.35214601
250,2303611.488,754854.2087,1,10,23.5624632
251,2302697.855,755373.8559,1,17,19.72194417
252,2302499.602,755522.4309,1,19,18.81192348
253,2302592.171,755457.8403,1,18,21.81322204
254,2303063.311,755171.2443,1,14,24.96688347
255,2304350.861,754544.9853,1,4,35.97389984
256,2303885.148,754730.7642,1,8,71.73141682
257,2303661.019,754853.778,1,10,59.61276711
258,2302509.844,755542.9793,1,19,40.25343342
259,2303087.676,755215.0426,1,14,39.86553182
260,2303971.927,754768.9297,1,7,53.55937032
261,2302480.988,755490.096,1,19,22.43256346
262,2302678.572,755354.1117,1,17,8.077704896
263,2303994.504,754733.9779,1,7,16.14640485
264,2303578.733,754924.9025,1,10,55.06665977
265,2304650.652,754373.2919,1,1,52.0967476
266,2304574.285,754438.7822,1,2,46.98021398
267,2303831.572,754720.6665,1,8,17.29018182
268,2303181.921,755195.0009,1,13,62.86032436
269,2303881.63,754720.8944,1,8,66.80850681
270,2304674.427,754353.1049,1,1,21.09141242
271,2302934,755277.7093,1,15,27.40671283
272,2303572.246,754932.2045,1,11,49.3572394
273,2302503.134,755478.7749,1,19,38.7992775
274,2303039.925,755194.8785,1,14,13.74024377
275,2302730.767,755348.7876,1,17,46.63995124
276,2304589.497,754416.7983,1,2,38.58549642
277,2303062.149,755211.5943,1,14,19.29878045
278,2304308.461,754535.8322,1,4,25.21859977
279,2302706.869,755380.3602,1,17,30.61753358
280,2303830.851,754760.9161,1,8,47.96122846
281,2304219.989,754575.5681,1,5,9.062048428
282,2304030.532,754756.3985,1,7,55.54073163
283,2302717.582,755360.6477,1,17,32.43976093
284,2302544.326,755432.0373,1,18,39.95425365
285,2304306.548,754538.3382,1,4,28.33883877
286,2303643.196,754894.018,1,10,40.66503513
287,2303194.634,755144.5507,1,13,21.41193709
288,2303533.635,754947.0621,1,11,8.725218489
289,2302867.837,755346.2948,1,16,72.83220437
290,2302991.227,755257.2891,1,15,70.28366785
291,2302914.357,755266.8004,1,15,14.83328122
292,2302524.41,755511.3633,1,19,40.71137521
293,2304137.946,754639.5046,1,6,32.19657863
294,2303826.929,754762.6907,1,8,48.53244769
295,2304200.108,754587.7849,1,5,17.98634736
296,2302721.18,755382.1321,1,17,42.9219978
297,2302596.984,755456.7883,1,18,23.18222031
298,2302798.042,755329.3346,1,16,22.8017315
299,2303192.178,755135.3513,1,13,15.42458966
300,2302577.553,755447.9079,1,18,12.04222318
301,2302527.586,755474.4798,1,19,57.96652984
302,2303698.458,754802.9967,1,9,16.85224254
303,2303303.429,755075.6354,1,12,6.774599901
304,2304080.967,754663.5282,1,6,29.65920531
305,2303780.863,754716.4561,1,8,34.17545714
306,2302501.914,755566.4541,1,19,57.07220941
307,2304107.098,754665.5012,1,6,14.23926836
308,2304411.951,754467.9326,1,3,33.93841047
309,2302939.526,755250.286,1,15,18.77166822
310,2302579.286,755431.9355,1,18,7.344072065
311,2304305.26,754491.2456,1,4,34.54910016
312,2303806.085,754730.0037,1,8,16.92095757
313,2304689.328,754331.5852,1,1,5.50517702
314,2302505.906,755469.7292,1,19,48.06473001
315,2304283.573,754596.0715,1,5,66.84415839
316,2304112.492,754698.572,1,6,47.49694255
317,2303337.676,755105.0087,1,12,43.11418387
318,2304100.734,754670.9636,1,6,20.96744931
319,2304419.081,754439.7945,1,3,13.8497758
320,2303741.862,754815.9445,1,9,37.34012896
321,2304435.798,754423.1318,1,3,18.30504506
322,2303184.466,755156.4998,1,13,25.28174477
323,2304434.377,754470.7534,1,3,29.59293686
324,2303554.389,754940.0995,1,11,30.0906583
325,2302910.938,755273.187,1,15,22.07566725
326,2304452.963,754468.5371,1,3,33.93419949
327,2304019.313,754777.3563,1,7,65.78750827
328,2304318.424,754590.2466,1,4,72.34560457
329,2302595.674,755463.7944,1,18,28.66848953
330,2303466.049,754905.2268,1,11,71.80081591
331,2304710.452,754357.8454,1,1,30.73732255
332,2303622.545,754855.5617,1,10,27.09948893
333,2302941.02,755277.9977,1,15,31.56539345
334,2303853.062,754713.2555,1,8,38.10811724
335,2304347.154,754540.8954,1,4,30.45421279
336,2304359.056,754522.1668,1,4,32.61983224
337,2303501.49,754969.7522,1,11,33.16912229
338,2303774.218,754800.8854,1,9,62.47814703
339,2303982.115,754710.4885,1,7,11.19186098
340,2304552.98,754424.578,1,2,30.17892176
341,2303049.531,755233.4777,1,14,39.42667749
342,2303164.227,755148.4828,1,13,20.62585738
343,2302436.144,755611.3097,1,20,59.32622932
344,2304625.751,754399.3217,1,2,68.09683525
345,2303200.077,755165.2228,1,13,40.150996
346,2302729.825,755375.47,1,17,47.66177788
347,2302408.275,755604.7371,1,20,31.14157718
348,2303596.623,754868.3567,1,10,13.00301077
349,2303195.473,755159.9123,1,13,33.16843717
350,2303865.248,754712.4123,1,8,50.3226378
351,2303168.411,755157.8651,1,13,26.95828913
352,2303048.191,755191.6937,1,14,6.03663043
353,2302382.338,755596.8837,1,20,6.670020445
354,2303834.358,754750.4306,1,8,39.79979882
355,2303323.082,755080.0989,1,12,15.66432825
356,2303534.492,754952.8946,1,11,11.60575999
357,2303814.325,754780.2467,1,8,64.61075159
358,2302421.756,755596.9482,1,20,41.65804642
359,2303488.821,754898.5506,1,11,59.8715604
360,2304686.876,754337.7338,1,1,1.345926215
361,2303503.936,754909.7776,1,11,42.13067562
362,2303712.056,754764.6614,1,9,28.59156975
363,2304667.713,754345.5157,1,1,21.98350499
364,2302742.878,755361.7763,1,17,57.75942987
365,2303030.92,755240.1709,1,14,51.22407233
366,2302564.118,755430.8192,1,18,20.91595724
367,2303647.091,754895.1913,1,10,44.69975235
368,2303767.69,754805.8383,1,9,56.89149532
369,2302782.017,755349.27,1,16,47.74767266
370,2302678.379,755368.3881,1,17,11.82357155
371,2304681.839,754365.3313,1,1,29.06624458
372,2302585.201,755450.2533,1,18,12.65903665
373,2304111.31,754712.0117,1,6,60.81319928
374,2303718.783,754779.8351,1,9,14.94193149
375,2303477.871,754905.9278,1,11,62.01228281
376,2303814.411,754767.012,1,8,51.37599079
377,2304413.931,754434.2266,1,3,20.17110996
378,2303092.984,755219.595,1,14,46.78184769
379,2302938.05,755278.2733,1,15,30.0007255
380,2303647.672,754865.1234,1,10,43.19857838
381,2303685.531,754845.452,1,9,58.62131249
382,2304413.447,754476.3725,1,3,40.17425732
383,2303505.506,754928.5654,1,11,26.31048321
384,2304028.75,754771.3517,1,7,65.57865549
385,2304479.549,754469.2313,1,3,54.45916483
386,2303603.609,754853.4377,1,10,23.86883365
387,2303069.627,755230.8596,1,14,39.9279479
388,2303169.819,755131.0015,1,13,7.353670361
389,2304693.467,754313.863,1,1,23.70276906
390,2302685.61,755358.7862,1,17,0.414948377
391,2303977.18,754707.9452,1,7,16.553039
392,2303302.933,755074.6404,1,12,6.836463035
393,2302854.737,755345.5031,1,16,61.59456823
394,2302471.873,755528.956,1,19,20.38350496
395,2303061.928,755173.9458,1,14,21.94198253
396,2303211.44,755169.5401,1,13,50.6669719
397,2302826.996,755329.0057,1,16,29.79725735
398,2303742.624,754810.6012,1,9,35.01580309
399,2304706.745,754316.7194,1,1,27.59131032
400,2302492.743,755526.0347,1,19,16.38591599
401,2303551.469,754943.298,1,11,26.69485719
402,2303716.115,754797.6114,1,9,5.853727142
403,2304682.554,754357.7884,1,1,21.55976713
404,2303713.973,754793.3413,1,9,1.767152583
405,2302486.368,755511.3161,1,19,2.855301729
406,2302812.919,755321.6881,1,16,15.4270614
407,2304422.545,754437.1521,1,3,11.07941808
408,2304481.995,754469.0239,1,3,56.46696358
409,2303489.277,754953.0285,1,11,36.29575073
410,2304405.618,754469.6646,1,3,39.39980751
411,2303316.265,755071.2403,1,12,6.961205051
412,2304561.43,754393.0738,1,2,4.009500841
413,2303308.143,755088.6559,1,12,16.25221358
414,2304730.783,754314.417,1,1,48.38751346
415,2303814.103,754721.0234,1,8,5.462649898
416,2304424.701,754449.5895,1,3,11.70265432
417,2303069.741,755208.8827,1,14,21.73658048
418,2304537.788,754440.1222,1,2,49.55735805
419,2303527.503,754923.2812,1,11,23.15774508
420,2304082.188,754653.2484,1,6,25.87048025
421,2303041.016,755218.9552,1,14,27.73382072
422,2302712.474,755356.3312,1,17,27.37999404
423,2304106.874,754703.8643,1,6,52.58652514
424,2302786.764,755350.5391,1,16,46.710954
425,2303175.514,755151.3711,1,13,19.10367217
426,2304669.371,754355.5493,1,1,26.31000791
427,2303817.965,754773.7279,1,8,58.16233875
428,2302696.235,755368.1426,1,17,14.5049937
429,2302486.105,755530.651,1,19,18.4443098
430,2302759.059,755352.8827,1,16,64.93272676
431,2303983.172,754714.6216,1,7,7.795330738
432,2304042.239,754765.5957,1,7,70.38562162
433,2304003.525,754736.6495,1,7,22.67876133
434,2303177.88,755193.531,1,13,61.2071431
435,2302523.605,755516.6896,1,19,40.12776192
436,2304139.114,754682.5854,1,6,44.14206067
437,2302823.908,755329.2821,1,16,27.91043074
438,2302715.959,755339.615,1,17,36.21470326
439,2304638.677,754385.0981,1,1,68.91227151
440,2303995.156,754741.5458,1,7,23.63841938
441,2304756.43,754314.4189,1,1,72.08651313
442,2303541.563,754940.3999,1,11,17.6344891
443,2304564.303,754418.7341,1,2,24.8128397
444,2304170.789,754677.8198,1,6,68.178411
445,2303745.15,754790.7006,1,9,33.0411896
446,2302817.707,755302.7667,1,16,12.86862369
447,2303968.465,754765.9658,1,7,52.10672131
448,2303733.284,754787.1283,1,9,21.94802308
449,2304471.63,754463.6795,1,3,44.81679648
450,2304035.461,754760.7265,1,7,62.09759678
451,2303042.004,755205.972,1,14,16.51310466
452,2303994.625,754745.5077,1,7,27.42086206
453,2303218.627,755170.1346,1,13,56.1930459
454,2304028.554,754753.7617,1,7,52.29851311
455,2303749.88,754813.6642,1,9,42.84614345
456,2303083.08,755204.4003,1,14,31.12436834
457,2302521.47,755445.3102,1,18,62.8788223
458,2303223.514,755178.5485,1,13,65.53515504
459,2304273.403,754622.5216,1,5,67.47244535
460,2304244.062,754592.4145,1,5,27.50552851
461,2304229.024,754589.5591,1,5,12.40568415
462,2304350.423,754548.858,1,4,38.6556608
463,2304470.794,754473.2142,1,3,49.63925184
464,2302526.632,755416.7249,1,18,60.95898634
465,2302708.729,755368.5656,1,17,25.50282997
466,2304427.776,754466.5086,1,3,25.81458465
467,2303750.16,754793.6811,1,9,37.95428804
468,2303023.256,755246.0743,1,14,60.06557356
469,2304441.33,754457.2037,1,3,18.1081622
470,2303173.263,755113.9117,1,13,18.80356567
471,2303835.781,754715.8967,1,8,20.75369801
472,2303653.06,754852.6698,1,10,52.88881693
473,2304005.941,754782.4543,1,7,65.93513249
474,2304677.66,754336.7118,1,1,10.28512622
475,2304211.658,754650.7867,1,5,66.71375182
476,2304295.887,754494.7685,1,4,38.7796671
477,2302437.171,755610.3536,1,20,59.96512183
478,2302482.138,755494.616,1,19,17.81623754
479,2304531.683,754455.8102,1,2,66.37874756
480,2303875.116,754732.31,1,8,62.35632712
481,2303976.4,754702.6786,1,7,20.81655665
482,2302504.689,755468.4423,1,19,48.67305661
483,2302737.65,755359.5614,1,17,52.4574128
484,2303704.798,754778.1066,1,9,16.8612575
485,2302923.334,755234.341,1,15,19.35429407
486,2304700.759,754363.5843,1,1,29.59023287
487,2303493.046,754963.2539,1,11,36.12423074
488,2304005.726,754772.8064,1,7,56.56385786
489,2304425.19,754463.1096,1,3,23.21349156
490,2303065.111,755220.0734,1,14,28.23625165
491,2302930.473,755270.4532,1,15,19.34809743
492,2304088.203,754670.1739,1,6,27.34759501
493,2304682.39,754347.0775,1,1,11.58254506
494,2304114.701,754678.0087,1,6,27.55068034
495,2302738.134,755320.0749,1,17,65.54583509
496,2302922.824,755287.8058,1,15,34.29302418
497,2303059.665,755181.0973,1,14,14.47732128
498,2303310.394,755099.2185,1,12,26.78339731
499,2303747.357,754796.8438,1,9,35.33206408
500,2302938.033,755254.8061,1,15,17.03637831
501,2304015.221,754745.0596,1,7,36.67535364
502,2302795.647,755300.7269,1,16,12.55433067
503,2304411.289,754443.9105,1,3,21.73955389
504,2304221.686,754566.9939,1,5,17.79658657
505,2303553.135,754937.6471,1,11,29.48905345
506,2304231.152,754574.8034,1,5,16.44518845
507,2303672.928,754844.6661,1,9,64.70155038
508,2302462.611,755494.9271,1,19,27.37177737
509,2304241.844,754618.4476,1,5,41.74096179
510,2304110.295,754650.379,1,6,2.484180096
511,2302596.735,755466.7011,1,18,31.75544718
512,2303170.884,755166.4398,1,13,34.6635847
513,2302705.887,755362.8883,1,17,21.10111989
514,2304309.32,754552.5748,1,4,38.34705836
515,2302510.224,755466.9548,1,19,52.58151733
516,2304357.024,754533.2309,1,4,33.80787167
517,2304526.969,754445.1065,1,2,59.01607381
518,2303838.178,754750.8552,1,8,42.14280649
519,2304564.113,754398.8385,1,2,7.496870074
520,2302398.042,755608.8511,1,20,25.35359796
521,2303086.555,755223.1046,1,14,43.75223699
522,2303721.07,754820.959,1,9,29.08939559
523,2304444.954,754466.1657,1,3,27.74202326
524,2302801.184,755354.1699,1,16,46.47393794
525,2304440.125,754465.9499,1,3,25.79498677
526,2304545.963,754436.5847,1,2,43.44252017
527,2304417.502,754472.9369,1,3,35.257747
528,2304350.708,754550.1226,1,4,39.83208062
529,2302693.716,755347.5546,1,17,14.05079165
530,2302580.436,755440.6292,1,18,4.547010442
531,2304355.022,754533.3516,1,4,32.07733626
532,2303625.609,754889.288,1,10,22.89466032
533,2303624.61,754859.9142,1,10,25.24099611
534,2304110.922,754675.484,1,6,24.37227422
535,2302946.028,755268.2177,1,15,28.96818709
536,2303837.177,754713.3266,1,8,22.26894022
537,2304648.72,754381.2337,1,1,59.18434399
538,2303599.841,754888.1984,1,10,12.72636298
539,2303184.23,755123.2856,1,13,11.5461645
540,2302411.622,755609.766,1,20,36.54069362
541,2303615.135,754855.652,1,10,23.30169648
542,2303614.893,754883.9327,1,10,11.02631762
543,2303182.774,755160.3646,1,13,28.61299544
544,2303612.374,754892.8921,1,10,16.89898501
545,2304579.498,754396.6353,1,2,21.77168867
546,2303515.547,754922.8775,1,11,25.23424336
547,2304454.834,754474.185,1,3,39.63537113
548,2304234.177,754598.5234,1,5,21.68357715
549,2304431.833,754463.8103,1,3,22.63416264
550,2302941.605,755262.0924,1,15,22.26332106
551,2303885.265,754717.833,1,8,70.27012131
552,2302837.647,755336.6042,1,16,42.75639391
553,2304317.466,754545.232,1,4,28.39007745
554,2304457.227,754476.4975,1,3,42.89251586
555,2302603.593,755444.1048,1,18,20.7367649
556,2304337.987,754562.196,1,4,45.26593483
557,2302697.759,755342.8988,1,17,20.20808491
558,2302474.533,755509.1841,1,19,9.713222301
559,2304306.306,754498.7459,1,4,28.2719043
560,2302722.199,755360.1106,1,17,37.02548695
561,2302537.791,755437.669,1,18,46.09109953
562,2303525.136,754979.2133,1,11,32.9167421
563,2303619.528,754857.0448,1,10,24.14334653
564,2303712.108,754773.4544,1,9,19.79834253
565,2304424.524,754451.2295,1,3,13.04117282
566,2302587.23,755431.591,1,18,6.933539592
567,2303225.116,755185.1254,1,13,71.39716491
568,2303741.473,754800.5283,1,9,30.15564403
569,2303092.658,755220.781,1,14,47.16464373
570,2303085.112,755200.8552,1,14,32.14234009
571,2303870.409,754720.6041,1,8,55.60238423
572,2302502.948,755563.1932,1,19,54.34899876
573,2304432.008,754469.8285,1,3,28.64171399
574,2302567.666,755439.2159,1,18,16.29090182
575,2303484.341,754925.6424,1,11,45.55460482
576,2303806.811,754695.9495,1,8,21.3363181
577,2303737.402,754799.2304,1,9,25.89390081
578,2303324.272,755093.3492,1,12,25.64250454
579,2302463.321,755501.5489,1,19,23.07977438
580,2303061.477,755203.1172,1,14,11.81329654
581,2303594.814,754909.3061,1,10,34.09192646
582,2304316.551,754530.0334,1,4,15.43227416
583,2303546.523,754930.9224,1,11,26.49624975
584,2303600.831,754877.3654,1,10,5.358733915
